idx,query,answer,tier,escalated,router_probability,latency_sec
305,"সমাজবিজ্ঞান অ্যান্ড সোশ্যাল পলিসিতে এমএসএস (এমএসএসপি) প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?","এইচএসসি বা সমমানে সমাজবিজ্ঞান এবং ইস্ট ওয়েস্ট বিশ্ববিদ্যালয়ের স্নাতক ভর্তি পরীক্ষায় উত্তীর্ণ হওয়া প্রয়োজন। প্রোগ্রামটির মোট ফি ৩২৯,০৬০ বিডিটি, যেখানে আন্ডারগ্র্যাজুয়েট টিউশন �",llm,True,0.6599885175888565,23.33147430419922
306,"ইনফরমেশন স্টাডিজে বিএসএস প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?","প্রোগ্রামটির জন্য বৃত্তি এবং পরামর্শ হলো আন্ডারগ্র্যাজুয়েট ভর্তি পরীক্ষার আগেই দেওয়া, যার মাধ্যমে তাদের স্বয়ংক্রিয় পরীক্ষার ফলে তাদের প্রথম সেমিস্টার স্কিমা নিয়ে আসতে হবে। তারপর তাদে",llm,True,0.5337526416384677,23.64032506942749
307,"ইংরেজিতে বিএ প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?",শিক্ষার্থীরা তাদের অনলাইন পরিচয়পত্র আপলোড করে তাদের পরীক্ষা সাময়িকতার জন্য নির্ধারিত তারিখের মধ্যে তাদের ভর্তি পরীক্ষা দেয়। তারপর তাদের স্বয়ংক্রিয় পরিচয়পত্র ব্যবহার করে তাদের কোর্স ন,llm,True,0.6000718454061386,24.47322702407837
308,ডিন ও বিভাগীয় চেয়ার নিয়ে সমস্যা হলে এবং স্বাভাবিক প্রক্রিয়ায় সমাধান না হলে কী করব?,"2/72-108Masoom, Muhammad Rehan.(2024). “Understanding Gender, Health and Education in Bangladesh: A Study on Marginality and Crisis of Lives.”Religions[Q1]15 (12): 2829.https://doi.org/10.3390/rel15122829Masoom, Muhammad Rehan.(2024). “A Study on the Determinants of Marginality and Crisis of Lives in Bangladesh.”Journal of Science and Technology Policy Management[Q1]17 (2): 1",slm,False,0.4742348754887663,1.3113021850585938e-05
309,What should I do if I have a problem with registrar's office and the normal process is not working?,"If you have problems with the normal process at the registrar’s office, then contact the helpdesk-regoffice@ewubd.edu. This email is assigned to the registrar’s office for administrative help. Alternatively, you can call +8801755587224. If these methods fail to resolve your issue, consider contacting the helpdesk-accounts@ewubd.edu for accounting-related assistance. If none of these avenues work, seek help from the online chat available through the website. Follow the steps carefully to troubleshoot or seek support. If all else fails, visit the university registrar’s office in person",slm,False,0.3955350760343684,1.8835067749023438e-05
310,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি অর্থনীতিতে এমএসএস প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, আবেদনকারীদের তাদের ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলেও এমএসএস প্রোগ্রামে আবেদন করতে পারবে।",llm,True,0.5722484897791246,12.077451944351196
311,Can I apply to Master of Science in Computer Science and Engineering (MS in CSE) if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"No, the admission requirement strictly requires a Bachelor of Science in Computer Science and Engineering (B.Sc. in CSE) with a minimum GPA of 3.0 on a 4.0 scale. Applicants must have completed their previous degree in Computer Science and Engineering from East West University to be eligible for admission. For details, refer to the Admissions section of the website. The application fee is non-refundable. For more information, visit https://www.ewubd.edu/application-fees. Applicants are advised to check the website for the most current and detailed information. Applicants must provide original documents and certified copies thereof for all",slm,False,0.4262252944954072,1.1920928955078125e-05
312,What should I do if I have a problem with refund and withdrawal rules and the normal process is not working?,"Students should contact the proctors or the registrar directly for assistance. Faculty members should handle re-evaluation requests carefully to avoid penalties. For refunds and withdrawals, follow the standard procedures or seek direct intervention from university officials. There may be special provisions for leave of absence and withdrawal. Students must ensure all paperwork is correctly processed. Faculty and staff must strictly adhere to the guidelines to avoid penalties. Any issues beyond standard processes must be addressed promptly. Students and faculty are advised to verify official documentation before proceeding. For detailed policy and fees, refer to static_Policy.json.",slm,False,0.4551295127870923,1.8596649169921875e-05
313,"অর্থনীতিতে বিএসএস প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?","বৃত্তির জন্য স্কলারশিপ বা স্কলারশিপ প্রদান করা হয়, যা শিক্ষার্থীদের ক্রেডিট ফি ও লাইব্রেরি/ল্যাব ফি সম্পূর্ণ বা অংশের জন্য পূরণ করে। তাদের সাথে একজন স্কলার হিসেবে তাদের স্বয়ংক্রিয় স্বপ্ন এ",llm,True,0.6092823445385592,22.99022340774536
314,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in MA in Teaching English to Speakers of Other Languages (TESOL)?",".Martin, J, (2002),Teaching Speaking and Listening Skills, Prentice Hall, London.ENG 595:Thomas, L, et.al. (2004),Language, Society and Power: An Introduction, 2nd Edition, Routledge, New York.Craith, MN, (2007),Language, Power and Identity Politics, Palgrave MacMillan, New York.Martin, J, (2002),Teaching Speaking and Listening Skills, Prentice Hall, London.ENG 596:Thomas, L, et.al. (",slm,False,0.4714519301858634,1.2636184692382812e-05
315,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki Bachelor of Laws LLB e apply korte parbo?,"Na, LL.B. e apply korar jonno minimum 5 ta subject e 4 ta B (GPA 4.0) ar 3 ta C (GPA 3.5) hote hobe, porjonto 4 ta subject e kom porjonto bishoye hote hobe. Shob 7 ta subject e ekta F (GPA 3) hote hobe na. Tader LL.B. e apply kora hote hobe. Merit scholarship er jonno minimum requirement holo 3 ta course e 9 ta credits. Shob 7",slm,False,0.4547134521564461,9.059906005859375e-06
316,M Pharm in Clinical Pharmacy and Molecular Pharmacology er required course ba convenient class time na pele ki korbo?,"ay of Crataeva Nurvala Leaf Extract (2024) International Conference on Biopharmaceutics, Bioavailability, and Bioequivalence, October 31-November 2, 2024, Khulna.6. Rupali Ghosh, Marium Parvin, Mahzabin Haque Mumu, Marcolin Sarker, Nazia Hoque ""Phytochemical and pharmacological investigation of different fractions ofCitrus aurantifoliapeel""(2023) International Conference on Emerging Issues in Pharmaceutical Sciences, July 30-31,",slm,False,0.4830416494492311,9.5367431640625e-06
317,Master of Science in Computer Science and Engineering MS in CSE er required course ba convenient class time na pele ki korbo?,"MS in CSE er jonno minimum 33 credits lagbe, ar total time 1 year. Convenient course time holo 4 credits per semester. Sohito proti semester e 4 credits nite hobe. Minimum 3 semester lagbe. Sohito proti semester e 4 credits nite hobe. Sohito proti semester e 4 credits nite hobe. Sohito proti semester e 4 credits nite hobe. Sohito proti semester e 4 credits nite hobe. Sohito proti semester e 4 credits nite h",slm,False,0.4531481297409728,9.775161743164062e-06
